"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos"
"DAND","33",2020-08-11,"Contratistas","4500","5","12","0","0","2","0","4","0","511","0","0","0",0
"DAND","33",2020-08-12,"Propios","1450","3","6","0","0","2","0","0","0","202","0","0","0",0
"DAND","33",2020-08-12,"Contratistas","4500","5","12","0","0","2","0","0","0","385","0","0","0",0
"DAND","33",2020-08-13,"Propios","1450","1","6","0","0","0","0","0","0","7","1","0","0",0
"DAND","33",2020-08-13,"Contratistas","4500","4","8","0","0","1","0","0","0","262","0","0","0",0
"DAND","33",2020-08-14,"Propios","1450","1","6","0","0","1","0","1","0","171","0","0","0",0
"DAND","33",2020-08-14,"Contratistas","4500","4","7","0","0","2","0","0","0","144","1","0","0",0
"DAND","33",2020-08-15,"Propios","1450","1","6","0","0","1","0","0","0","9","0","0","0",0
"DAND","33",2020-08-15,"Contratistas","4500","4","7","0","0","0","0","0","0","151","0","0","0",0
"DAND","33",2020-08-16,"Propios","1450","1","6","0","0","0","0","1","0","250","0","0","0",0
"DAND","33",2020-08-16,"Contratistas","4500","4","7","0","0","0","0","0","0","446","0","0","0",0
"DCH","33",2020-08-10,"Propios","1787","31","45","1","4","85","5","0","0","194","0","0",NA,5
"DCH","33",2020-08-10,"Contratistas","3221","12","38","1","0","0","0","0","0","70","0","1",NA,1
"DCH","33",2020-08-11,"Propios","1922","29","41","0","1","12","1","0","0","75","0","0",NA,1
"DCH","33",2020-08-11,"Contratistas","3318","8","38","0","0","0","0","0","0","221","2","0",NA,0
"DCH","33",2020-08-12,"Propios","1662","31","45","0","5","102","5","0","0","63","2","0",NA,5
"DCH","33",2020-08-12,"Contratistas","3255","5","38","0","0","0","0","0","0","233","0","0",NA,0
"DCH","33",2020-08-13,"Propios","1603","31","43","0","0","117","0","0","0","10","2","3",NA,0
"DCH","33",2020-08-13,"Contratistas","3167","5","38","0","0","1","0","0","0","219","4","0",NA,0
"DCH","33",2020-08-14,"Propios","1256","43","55","2","14","96","16","0","0","105","0","0",NA,16
"DCH","33",2020-08-14,"Contratistas","2669","5","39","1","1","2","1","0","0","66","0","0",NA,2
"DCH","33",2020-08-15,"Propios","1262","43","55","1","1","13","2","0","0","140","2","0",NA,2
"DCH","33",2020-08-15,"Contratistas","1577","6","40","0","1","0","0","0","0","15","0","0",NA,1
"DCH","33",2020-08-16,"Propios","1319","40","54","0","0","2","0","0","0","166","15","0",NA,0
"DCH","33",2020-08-16,"Contratistas","1633","5","40","0","0","0","0","0","0","0","0","0",NA,0
"DET","33",2020-08-10,"Propios","1980","31","51","0","0","0","0","0","0","487","0","0","0",0
"DET","33",2020-08-10,"Contratistas","4715","42","53","0","0","4","0","11","1","141","0","0",NA,0
"DET","33",2020-08-11,"Propios","1992","30","48","0","0","2","0","0","0","320","0","0","0",0
"DET","33",2020-08-11,"Contratistas","5122","42","53","0","1","5","1","0","0","265","1","1",NA,1
"DET","33",2020-08-12,"Propios","1918","26","44","0","0","0","0","0","0","178","0","0","0",0
"DET","33",2020-08-12,"Contratistas","5255","39","50","0","0","4","0","6","0","320","0","0",NA,0
"DET","33",2020-08-13,"Propios","1942","24","42","0","0","1","0","0","0","241","0","0","0",0
"DET","33",2020-08-13,"Contratistas","5248","36","47","1","2","6","3","0","0","276","1","1",NA,3
"DET","33",2020-08-14,"Propios","1849","21","38","1","0","2","1","0","0","276","0","0","0",1
"DET","33",2020-08-14,"Contratistas","5033","32","43","0","0","5","0","0","0","247","1","1",NA,0
"DET","33",2020-08-15,"Propios","1243","21","37","0","0","1","0","0","0","160","1","0","0",0
"DET","33",2020-08-15,"Contratistas","2953","28","39","0","1","4","1","0","0","228","0","0",NA,1
"DET","33",2020-08-16,"Propios","1256","21","37","1","0","1","1","0","0","298","0","0","0",1
"DET","33",2020-08-16,"Contratistas","2537","26","37","0","1","5","1","0","0","104","0","0",NA,1
"DGM","33",2020-08-10,"Propios","155","1","2","0","0","1","0","10","0","29","0","0","0",0
"DGM","33",2020-08-10,"Contratistas","1110","7","33","0","1","6","1","0","0","101","1","1","0",1
"DGM","33",2020-08-11,"Propios","120","1","2","0","0","2","0","76","8","40","0","0","0",0
"DGM","33",2020-08-11,"Contratistas","1136","7","30","0","1","3","1","4","0","102","1","1","0",1
"DGM","33",2020-08-12,"Propios","144","1","2","0","0","1","0","16","3","60","0","0","0",0
"DGM","33",2020-08-12,"Contratistas","1104","10","30","1","2","2","2","0","0","94","1","1","0",3
"DGM","33",2020-08-13,"Propios","161","1","2","0","0","0","0","0","0","34","0","0","0",0
"DGM","33",2020-08-13,"Contratistas","1109","10","32","0","1","2","1","10","0","82","0","0","0",1
"DGM","33",2020-08-14,"Propios","131","1","2","0","0","0","0","0","0","2","0","0","0",0
"DGM","33",2020-08-14,"Contratistas","923","10","32","0","0","1","0","16","0","109","0","0","0",0
"DGM","33",2020-08-15,"Propios","132","0","2","0","0","1","0","0","0","15","0","0","0",0
"DGM","33",2020-08-15,"Contratistas","954","9","33","1","0","0","1","46","3","77","0","0","0",1
"DGM","33",2020-08-16,"Propios","135","0","2","0","0","0","0","2","0","1","0","0","0",0
"DGM","33",2020-08-16,"Contratistas","955","9","32","0","0","2","0","41","8","69","1","1","0",0
"DMH","33",2020-08-10,"Propios","668","2","7","0","0","0","0","47","6","71","0","0","0",0
"DMH","33",2020-08-10,"Contratistas","2520","9","50","1","0","2","1","12","9","135","2","1","0",1
"DMH","33",2020-08-11,"Propios","668","2","7","0","0","0","0","36","2","10","0","0","0",0
"DMH","33",2020-08-11,"Contratistas","2520","9","50","0","0","0","0","25","18","208","0","0","0",0
"DMH","33",2020-08-12,"Propios","668","2","7","0","0","0","0","40","7","79","0","0","0",0
"DMH","33",2020-08-12,"Contratistas","2520","9","50","2","0","5","4","32","20","207","5","4","0",2
"DMH","33",2020-08-13,"Propios","668","2","8","0","0","0","0","47","9","46","0","0","0",0
"DMH","33",2020-08-13,"Contratistas","2520","12","51","3","0","0","0","11","9","130","0","0","0",3
"DMH","33",2020-08-14,"Propios","668","2","8","0","0","0","0","39","5","7","0","0","0",0
"DMH","33",2020-08-14,"Contratistas","2520","15","47","4","0","0","0","6","3","65","0","0","0",4
"DMH","33",2020-08-15,"Propios","668","2","8","0","0","0","0","15","6","60","0","0","0",0
"DMH","33",2020-08-15,"Contratistas","2520","15","48","1","0","0","0","4","4","29","0","0","0",1
"DMH","33",2020-08-16,"Propios","668","2","8","0","0","0","0","41","8","45","1","0","0",0
"DMH","33",2020-08-16,"Contratistas","2520","17","50","2","0","0","0","6","4","73","1","0","0",2
"DRT","33",2020-08-10,"Propios","1218","3","14","0","0","0","0","2","2","35","0","0","0",0
"DRT","33",2020-08-10,"Contratistas","4710","8","24","0","0","0","0","0","0","1","0","0","0",0
"DRT","33",2020-08-11,"Propios","1218","2","13","0","0","1","0","0","0","48","0","0","0",0
"DRT","33",2020-08-11,"Contratistas","4710","8","22","0","0","4","0","0","0","10","0","0","0",0
"DRT","33",2020-08-12,"Propios","1218","2","13","0","0","0","0","0","0","10","0","0","0",0
"DRT","33",2020-08-12,"Contratistas","4710","8","22","0","0","0","0","0","0","2","0","0","0",0
"DRT","33",2020-08-13,"Propios","1218","2","11","0","0","0","0","1","1","57","0","0","0",0
"DRT","33",2020-08-13,"Contratistas","4710","10","20","2","0","3","2","7","1","5","0",NA,"0",2
"DRT","33",2020-08-14,"Propios","1218","3","13","2","0","2","2","5","1","36","0","0","0",2
"DRT","33",2020-08-14,"Contratistas","4710","10","12","2","0","5","2","6","1","8","0","0","0",2
"DRT","33",2020-08-15,"Propios","1218","3","13","0","0","2","0","6","3","26","0","0","0",0
"DRT","33",2020-08-15,"Contratistas","4710","10","18","1","0","2","1","5","2","10","0","0","0",1
"DRT","33",2020-08-16,"Propios","1218","3","12","0","0","0","0","26","1","20","1","0","0",0
"DRT","33",2020-08-16,"Contratistas","4710","7","18","0","0","0","0","20","0","24","0","0","0",0
"DSAL","33",2020-08-10,"Propios",NA,"0","0","0","0","3","0","237","0","43","0","0",NA,0
"DSAL","33",2020-08-10,"Contratistas",NA,"0","0","0","0","1","0","665","6","0","0","0",NA,0
"DSAL","33",2020-08-11,"Propios",NA,"0","0","0","0","0","0","1","0","44","0","0",NA,0
"DSAL","33",2020-08-11,"Contratistas",NA,"0","0","0","0","0","0","84","0","78","0","0",NA,0
"DSAL","33",2020-08-12,"Propios",NA,"0","0","0","0","1","0","1","0","5","0","0",NA,0
"DSAL","33",2020-08-12,"Contratistas",NA,"0","0","0","0","1","0","146","0","59","0","0",NA,0
"DSAL","33",2020-08-13,"Propios",NA,"9","0","0","8","15","8","0","0","12","0","0",NA,8
"DSAL","33",2020-08-13,"Contratistas",NA,"0","0","0","1","0","1","121","0","62","0","0",NA,1
"DSAL","33",2020-08-14,"Propios",NA,"3","0","0","3","3","3","0","0","5","0","3",NA,3
"DSAL","33",2020-08-14,"Contratistas",NA,"0","0","0","0","0","0","27","0","53","0","0",NA,0
"DSAL","33",2020-08-15,"Propios",NA,"1","0","0","1","0","0","0","0","2","0","1",NA,1
"DSAL","33",2020-08-15,"Contratistas",NA,"0","0","0","0","0","0","162","2","48","1","0",NA,0
"DSAL","33",2020-08-16,"Propios",NA,"4","0","0","4","0","0","0","0","24","0","0",NA,4
"DSAL","33",2020-08-16,"Contratistas",NA,"0","0","0","0","0","0","95","0","44","0","0",NA,0
"DVEN","33",2020-08-10,"Propios","852","2","7","0","0","0","0","0","0","102","0","0","0",0
"DVEN","33",2020-08-10,"Contratistas","1085","0","7","0","0","0","0","0","0","44","0","0","0",0
"DVEN","33",2020-08-11,"Propios","852","0","7","0","0","0","0","0","0","39","0","0","0",0
"DVEN","33",2020-08-11,"Contratistas","1085","0","7","0","0","0","0","0","0","127","0","0","0",0
"DVEN","33",2020-08-12,"Propios","852","0","7","0","0","0","0","0","0","74","0","0","0",0
"DVEN","33",2020-08-12,"Contratistas","1085","0","7","0","0","0","0","0","0","61","0","0","0",0
"DVEN","33",2020-08-13,"Propios","852","0","7","0","0","1","0","0","0","51","0","0","0",0
"DVEN","33",2020-08-13,"Contratistas","1085","0","7","0","0","0","0","0","0","83","0","0","0",0
"DVEN","33",2020-08-14,"Propios","852","0","7","0","0","0","0","0","0","77","0","0","0",0
"DVEN","33",2020-08-14,"Contratistas","1085","0","7","0","0","0","0","0","0","93","0","0","0",0
"DVEN","33",2020-08-15,"Propios","852","0","7","0","0","0","0","0","0","0","0","0","0",0
"DVEN","33",2020-08-15,"Contratistas","1085","0","7","0","0","0","0","0","0","0","0","0","0",0
"DVEN","33",2020-08-16,"Propios","852","0","7","0","0","0","0","0","0","98","0","0","0",0
"DVEN","33",2020-08-16,"Contratistas","1085","0","7","0","0","0","0","0","0","4","0","0","0",0
"VP","33",2020-08-10,"Propios","19","0","3","0","0","0","0","0","0","57","0","0","0",0
"VP","33",2020-08-10,"Contratistas","416","17","66","0","1","9","1","0","0","288","0","0","0",1
"VP","33",2020-08-11,"Propios","16","0","3","0","0","0","0","0","0","12","0","0","0",0
"VP","33",2020-08-11,"Contratistas","560","18","67","0","1","1","1","0","0","98","0","0","0",1
"VP","33",2020-08-12,"Propios","19","0","3","0","0","0","0","0","0","8","0","0","0",0
"VP","33",2020-08-12,"Contratistas","559","18","66","0","0","28","0","0","0","163","0","0","0",0
"VP","33",2020-08-13,"Propios","19","0","1","0","0","1","0","0","0","10","0","0","0",0
"VP","33",2020-08-13,"Contratistas","580","18","62","0","2","105","2","0","0","41","0","0","0",2
"VP","33",2020-08-14,"Propios","13","0","1","0","0","0","0","0","0","3","0","0","0",0
"VP","33",2020-08-14,"Contratistas","470","18","62","0","0","4","0","0","0","48","0","0","0",0
"VP","33",2020-08-15,"Propios","11","0","1","0","0","0","0","0","0","3","0","0","0",0
"VP","33",2020-08-15,"Contratistas","451","17","62","0","0","2","0","0","0","156","0","0","0",0
"VP","33",2020-08-16,"Propios","11","0","1","0","0","0","0","0","0","10","0","0","0",0
"VP","33",2020-08-16,"Contratistas","415","18","64","1","1","57","2","111","0","352","1","pendiente","0",2
"CM","34",2020-08-17,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-17,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-18,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-18,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-19,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-19,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-20,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-20,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-21,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-21,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-22,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-22,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-23,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","34",2020-08-23,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"DAND","34",2020-08-17,"Propios","1450","1","6","1","0","2","1","0","0","71","0","0","0",1
"DAND","34",2020-08-17,"Contratistas","4500","5","7","1","0","1","1","12","0","483","1","1","0",1
"DAND","34",2020-08-18,"Propios","1450","1","3","0","0","0","0","2","0","208","0","0","0",0
"DAND","34",2020-08-18,"Contratistas","4500","3","6","0","0","1","0","47","0","518","0","0","0",0
"DAND","34",2020-08-19,"Propios","1450","1","3","0","0","1","0","0","0","14","0","0","0",0
"DAND","34",2020-08-19,"Contratistas","4500","4","5","1","0","1","0","14","0","390","0","0","0",1
"DAND","34",2020-08-20,"Propios","1450","2","4","0","0","0","0","0","0","196","0","0","0",0
"DAND","34",2020-08-20,"Contratistas","4500","4","3","0","0","2","1","7","0","291","1","1","0",0
"DAND","34",2020-08-21,"Propios","1450","2","4","0","0","2","0","0","0","24","0","0","0",0
"DAND","34",2020-08-21,"Contratistas","4500","4","3","0","0","1","0","0","0","106","0","0","0",0
"DAND","34",2020-08-22,"Propios","1450","2","4","0","0","0","0","1","0","158","0","0","0",0
"DAND","34",2020-08-22,"Contratistas","4500","4","3","0","0","2","0","3","0","119","0","0","0",0
"DAND","34",2020-08-23,"Propios","1450","2","4","0","0","0","0","0","0","103","0","0","0",0
"DAND","34",2020-08-23,"Contratistas","4500","4","3","0","0","1","0","8","0","477","1","0","0",0
"DCH","34",2020-08-17,"Propios","1831","37","51","1","0","5","1","0","0","242","0","0",NA,1
"DCH","34",2020-08-17,"Contratistas","3305","4","36","0","1","0","0","0","0","125","1","0",NA,1
"DCH","34",2020-08-18,"Propios","1971","31","50","2","0","5","2","0","0","48","0","0",NA,2
"DCH","34",2020-08-18,"Contratistas","3449","5","36","0","1","0","0","0","0","323","1","1",NA,1
"DCH","34",2020-08-19,"Propios","1723","30","46","1","0","7","1","0","0","95","0","0",NA,1
"DCH","34",2020-08-19,"Contratistas","3388","5","17","1","0","0","0","0","0","289","0","0",NA,1
"DCH","34",2020-08-20,"Propios","1704","28","43","0","0","8","0","0","0","27","0","0",NA,0
"DCH","34",2020-08-20,"Contratistas","3275","8","17","1","3","0","0","0","0","200","0","1",NA,4
"DCH","34",2020-08-21,"Propios","1306","28","41","0","0","3","0","0","0","165","0","0",NA,0
"DCH","34",2020-08-21,"Contratistas","2893","5","16","0","0","0","0","0","0","221","1","2",NA,0
"DCH","34",2020-08-22,"Propios","1287","28","41","0","1","1","1","0","0","145","0","0",NA,1
"DCH","34",2020-08-22,"Contratistas","1843","5","16","0","0","0","0","0","0","11","0","0",NA,0
"DCH","34",2020-08-23,"Propios","1167","24","37","0","0","7","0","0","0","217","0","0",NA,0
"DCH","34",2020-08-23,"Contratistas","1569","5","16","0","0","2","0","0","0","20","0","0",NA,0
"DET","34",2020-08-17,"Propios","1947","20","36","0","0","2","0","0","0","462","1","0","1",0
"DET","34",2020-08-17,"Contratistas","5095","25","36","1","0","9","1","8","1","248","0","0",NA,1
"DET","34",2020-08-18,"Propios","2001","19","34","0","0","6","0","0","0","314","0","0",NA,0
"DET","34",2020-08-18,"Contratistas","5223","23","34","0","0","47","0","16","0","331","0","0",NA,0
"DET","34",2020-08-19,"Propios","1943","20","35","0","1","3","1","0","0","279","0","0",NA,1
"DET","34",2020-08-19,"Contratistas","2173","23","33","0","0","16","0","3","0","337","0","0",NA,0
"DET","34",2020-08-20,"Propios","1909","20","35","0","0","0","0","0","0","199","0","0",NA,0
"DET","34",2020-08-20,"Contratistas","5231","23","33","1","0","14","1","0","0","373","0","0",NA,1
"DET","34",2020-08-21,"Propios","1783","19","34","0","0","1","0","0","0","304","0","0",NA,0
"DET","34",2020-08-21,"Contratistas","5031","22","32","0","0","15","0","0","0","372","1","1",NA,0
"DET","34",2020-08-22,"Propios","1154","19","34","0","0","1","0","0","0","200","0","0",NA,0
"DET","34",2020-08-22,"Contratistas","2959","22","32","0","0","0","0","0","0","261","0","0",NA,0
"DET","34",2020-08-23,"Propios","1149","17","32","0","0","2","0","0","0","306","0","0",NA,0
"DET","34",2020-08-23,"Contratistas","2562","21","31","0","0","16","0","0","0","267","0","0",NA,0
"DGM","34",2020-08-17,"Propios","154","0","2","0","0","0","0","11","1","130","0","0","0",0
"DGM","34",2020-08-17,"Contratistas","1129","10","31","0","1","2","1","15","2","24","0","0","0",1
"DGM","34",2020-08-18,"Propios","129","0","2","0","0","0","0","63","1","36","0","0","0",0
"DGM","34",2020-08-18,"Contratistas","1160","10","29","1","0","4","1","16","0","84","1","0","0",1
"DGM","34",2020-08-19,"Propios","154","0","2","0","0","0","0","15","0","43","0","0","0",0
"DGM","34",2020-08-19,"Contratistas","1110","9","29","0","1","5","1","13","0","132","0","0","0",1
"DGM","34",2020-08-20,"Propios","156","0","2","0","0","0","0","2","0","19","0","0","0",0
"DGM","34",2020-08-20,"Contratistas","1120","9","29","0","0","1","0","1","0","90","0","0","0",0
"DGM","34",2020-08-21,"Propios","124","0","1","0","0","1","0","0","0","1","0","0","0",0
"DGM","34",2020-08-21,"Contratistas","977","9","28","0","0","2","0","28","1","81","0","0","0",0
"DGM","34",2020-08-22,"Propios","121","0","1","0","0","0","0","0","0","16","0","0","0",0
"DGM","34",2020-08-22,"Contratistas","933","7","27","0","0","0","0","21","1","110","0","0","0",0
"DGM","34",2020-08-23,"Propios","120","0","1","0","0","0","0","0","0","0","0","0","0",0
"DGM","34",2020-08-23,"Contratistas","913","6","27","0","0","1","0","50","1","95","0","0","0",0
"DMH","34",2020-08-17,"Propios","668","1","6","0","0","0","0","28","5","58","0","0","0",0
"DMH","34",2020-08-17,"Contratistas","2520","15","46","0","0","0","0","11","7","183","0","0","0",0
"DMH","34",2020-08-18,"Propios","668","1","6","0","0","0","0","35","9","85","0","0","0",0
"DMH","34",2020-08-18,"Contratistas","2520","16","43","1","0","1","1","34","27","246","1","1","0",1
"DMH","34",2020-08-19,"Propios","668","1","6","0","0","0","0","53","3","42","0","0","0",0
"DMH","34",2020-08-19,"Contratistas","2520","17","44","1","1","2","1","15","13","225","1","1","0",2
"DMH","34",2020-08-20,"Propios","668","1","6","0","0","0","0","36","8","17","0","0","0",0
"DMH","34",2020-08-20,"Contratistas","2520","19","43","2","1","0","0","4","2","65","0","0","3",3
"DMH","34",2020-08-21,"Propios","668","1","6","0","0","0","0","15","5","57","0","0","0",0
"DMH","34",2020-08-21,"Contratistas","2520","20","44","1","0","1","1","4","3","37","2","1","0",1
"DMH","34",2020-08-22,"Propios","668","1","6","0","0","0","0","39","6","44","0","0","0",0
"DMH","34",2020-08-22,"Contratistas","2520","17","44","0","0","1","0","2","2","63","1","0","0",0
"DMH","34",2020-08-23,"Propios","668","1","6","0","0","0","0","14","2","6","0","0","0",0
"DMH","34",2020-08-23,"Contratistas","2520","17","44","0","0","2","0","1","0","53","2","0","0",0
"DRT","34",2020-08-17,"Propios","1218","3","12","0","0","6","2","3","2","21","0","0","0",0
"DRT","34",2020-08-17,"Contratistas","4710","5","16","0","0","14","5","5","2","17","0","0","0",0
"DRT","34",2020-08-18,"Propios","1218","3","11","0","0","1","0","2","1","33","0","0","0",0
"DRT","34",2020-08-18,"Contratistas","4710","5","13","0","0","3","0","4","1","37","0","0","0",0
"DRT","34",2020-08-19,"Propios","1218","4","12","1","0","1","1","10","2","26","0","0","0",1
"DRT","34",2020-08-19,"Contratistas","4710","3","13","0","0","1","0","8","6","33","0","0","0",0
"DRT","34",2020-08-20,"Propios","1218","4","13","0","0","2","0","13","2","43","0","0","0",0
"DRT","34",2020-08-20,"Contratistas","4710","4","14","2","0","2","2","11","3","25","0","0","0",2
"DRT","34",2020-08-21,"Propios","1218","4","13","0","0","0","0","22","10","19","0","0","0",0
"DRT","34",2020-08-21,"Contratistas","4710","5","15","1","0","3","1","38","6","35","0","0","0",1
"DRT","34",2020-08-22,"Propios","1218","4","13","0","0","0","0","18","1","26","0","0","0",0
"DRT","34",2020-08-22,"Contratistas","4710","6","15","1","0","3","1","34","4","48","0","0","0",1
"DRT","34",2020-08-23,"Propios","1218","4","12","0","0","0","0","21","0","27","0","0","0",0
"DRT","34",2020-08-23,"Contratistas","4710","6","14","0","0","3","0","32","4","53","1","0","0",0
"DSAL","34",2020-08-17,"Propios",NA,"18","0","1","0","0","0","0","0","45","0","0",NA,1
"DSAL","34",2020-08-17,"Contratistas",NA,"2","0","0","0","2","1","0","0","71","0","0",NA,0
"DSAL","34",2020-08-18,"Propios",NA,"19","0","0","0","0","1","0","0","100","1","0",NA,0
"DSAL","34",2020-08-18,"Contratistas",NA,"2","0","0","0","1","0","676","1","50","0","0",NA,0
"DSAL","34",2020-08-19,"Propios",NA,"19","0","0","0","0","0","0","0","124","0","0",NA,0
"DSAL","34",2020-08-19,"Contratistas",NA,"2","0","0","0","1","0","103","0","40","1","0",NA,0
"DSAL","34",2020-08-20,"Propios",NA,"19","0","0","0","0","0","0","0","11","0","0",NA,0
"DSAL","34",2020-08-20,"Contratistas",NA,"2","0","0","0","1","0","81","0","70","2","0",NA,0
"DSAL","34",2020-08-21,"Propios",NA,"19","0","0","0","2","0","0","0","164","0","0",NA,0
"DSAL","34",2020-08-21,"Contratistas",NA,"2","0","0","0","0","0","79","0","48","0","0",NA,0
"DSAL","34",2020-08-22,"Propios",NA,"19","0","0","0","1","0","1","0","232","0","0",NA,0
"DSAL","34",2020-08-22,"Contratistas",NA,"2","0","0","0","0","0","55","1","41","0","0",NA,0
"DSAL","34",2020-08-23,"Propios",NA,"4","0","2","0","2","2","0",NA,"304","0","0",NA,2
"DSAL","34",2020-08-23,"Contratistas",NA,"3","0","2","0","2","2","7",NA,"42","0","0",NA,2
"DVEN","34",2020-08-17,"Propios","852","0","6","0","0","0","0","0","0","28","0","0","0",0
"DVEN","34",2020-08-17,"Contratistas","1085","0","7","0","0","0","0","0","0","97","0","0","0",0
"DVEN","34",2020-08-18,"Propios","852","1","5","0","1","3","1","0","0","62","1","1","0",1
"DVEN","34",2020-08-18,"Contratistas","1085","0","7","0","0","0","0","0","0","65","0","0","0",0
"DVEN","34",2020-08-19,"Propios","852","1","5","0","0","0","0","0","0","43","0","0","0",0
"DVEN","34",2020-08-19,"Contratistas","1085","0","7","0","0","0","0","0","0","104","0","0","0",0
"DVEN","34",2020-08-20,"Propios","852","1","5","0","0","0","0","0","0","96","0","0","0",0
"DVEN","34",2020-08-20,"Contratistas","1085","0","7","0","0","0","0","0","0","64","0","0","0",0
"DVEN","34",2020-08-21,"Propios","852","1","5","0","0","0","0","0","0","67","0","0","0",0
"DVEN","34",2020-08-21,"Contratistas","1085","0","7","0","0","0","0","0","0","78","0","0","0",0
"DVEN","34",2020-08-22,"Propios","852","1","5","0","0","0","0","0","0","88","0","0","0",0
"DVEN","34",2020-08-22,"Contratistas","1085","0","5","0","0","0","0","0","0","52","0","0","0",0
"DVEN","34",2020-08-23,"Propios","852","1","5","0","0","0","0","0","0","0","0","0","0",0
"DVEN","34",2020-08-23,"Contratistas","1085","0","5","0","0","0","0","0","0","0","0","0","0",0
"VP","34",2020-08-17,"Propios","28","0","1","0","0","0","0","0","0","54","0","0","0",0
"VP","34",2020-08-17,"Contratistas","252","17","62","1","0","49","1","0","0","375","1","1","1",1
"VP","34",2020-08-18,"Propios","19","0","1","0","0","0","0","0","0","5","0","0","0",0
"VP","34",2020-08-18,"Contratistas","469","15","64","1","1","38","2","4","0","371","0","0","0",2
"VP","34",2020-08-19,"Propios","19","0","1","0","0","33","0","0","0","21","0","0","0",0
"VP","34",2020-08-19,"Contratistas","433","15","62","1","1","16","2","0","0","321","0","0","0",2
"VP","34",2020-08-20,"Propios","19","0","1","0","0","0","0","0","0","10","0","0","0",0
"VP","34",2020-08-20,"Contratistas","223","13","60","0","1","68","1","0","0","217","0","0","0",1
"VP","34",2020-08-21,"Propios","16","0","1","0","0","0","0","0","0","0","0","0","0",0
"VP","34",2020-08-21,"Contratistas","318","12","59","1","1","7","2","0","0","48","0","0","1",2
"VP","34",2020-08-22,"Propios","7","0","1","0","0","0","0","0","0","1","0","0","0",0
"VP","34",2020-08-22,"Contratistas","449.5","12","58","0","0","2","0","0","0","196","1","0","0",0
"VP","34",2020-08-23,"Propios","8.5","0","1","0","0","0","0","0","0","0","0","0","0",0
"VP","34",2020-08-23,"Contratistas","531.4","11","59","1","1","40","2","0","0","215","0","0","0",2
"CM","35",2020-08-24,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-24,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-25,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-25,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-26,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-26,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-27,"Propios","537","0","0","0","0","0","0","0","0","10","0","0","0",0
"CM","35",2020-08-27,"Contratistas","193","0","0","0","0","0","0","0","0","28","0","0","0",0
"CM","35",2020-08-28,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-28,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-29,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-29,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-30,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","35",2020-08-30,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"DAND","35",2020-08-24,"Propios","1450","1","4","0","0","0","0","0","0","255","0","0","0",0
"DAND","35",2020-08-24,"Contratistas","4500","3","4","1","0","0","0","8","0","538","0","0","0",1
"DAND","35",2020-08-25,"Propios","1450","1","3","0","0","1","0","0","0","14","0","0","0",0
"DAND","35",2020-08-25,"Contratistas","4500","3","4","0","0","2","0","11","0","450","0","0","0",0
