"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos","sem_epidem","casos_nuevos_division_x10000","porc_casos_acum_codelco_division"
"DAND","34",2020-08-21,"Contratistas",4500,"4","3","0","0","1","0","0","0","106","0","0","0",0,"34",0,0.07
"DAND","34",2020-08-22,"Propios",1450,"2","4","0","0","0","0","1","0","158","0","0","0",0,"34",0,0.28
"DAND","34",2020-08-22,"Contratistas",4500,"4","3","0","0","2","0","3","0","119","0","0","0",0,"34",0,0.07
"DAND","34",2020-08-23,"Propios",1450,"2","4","0","0","0","0","0","0","103","0","0","0",0,"35",0,0.28
"DAND","34",2020-08-23,"Contratistas",4500,"4","3","0","0","1","0","8","0","477","1","0","0",0,"35",0,0.07
"DCH","34",2020-08-17,"Propios",1831,"37","51","1","0","5","1","0","0","242","0","0",NA,1,"34",5.46,2.79
"DCH","34",2020-08-17,"Contratistas",3305,"4","36","0","1","0","0","0","0","125","1","0",NA,1,"34",3.03,1.09
"DCH","34",2020-08-18,"Propios",1971,"31","50","2","0","5","2","0","0","48","0","0",NA,2,"34",10.15,2.54
"DCH","34",2020-08-18,"Contratistas",3449,"5","36","0","1","0","0","0","0","323","1","1",NA,1,"34",2.9,1.04
"DCH","34",2020-08-19,"Propios",1723,"30","46","1","0","7","1","0","0","95","0","0",NA,1,"34",5.8,2.67
"DCH","34",2020-08-19,"Contratistas",3388,"5","17","1","0","0","0","0","0","289","0","0",NA,1,"34",2.95,0.5
"DCH","34",2020-08-20,"Propios",1704,"28","43","0","0","8","0","0","0","27","0","0",NA,0,"34",0,2.52
"DCH","34",2020-08-20,"Contratistas",3275,"8","17","1","3","0","0","0","0","200","0","1",NA,4,"34",12.21,0.52
"DCH","34",2020-08-21,"Propios",1306,"28","41","0","0","3","0","0","0","165","0","0",NA,0,"34",0,3.14
"DCH","34",2020-08-21,"Contratistas",2893,"5","16","0","0","0","0","0","0","221","1","2",NA,0,"34",0,0.55
"DCH","34",2020-08-22,"Propios",1287,"28","41","0","1","1","1","0","0","145","0","0",NA,1,"34",7.77,3.19
"DCH","34",2020-08-22,"Contratistas",1843,"5","16","0","0","0","0","0","0","11","0","0",NA,0,"34",0,0.87
"DCH","34",2020-08-23,"Propios",1167,"24","37","0","0","7","0","0","0","217","0","0",NA,0,"35",0,3.17
"DCH","34",2020-08-23,"Contratistas",1569,"5","16","0","0","2","0","0","0","20","0","0",NA,0,"35",0,1.02
"DET","34",2020-08-17,"Propios",1947,"20","36","0","0","2","0","0","0","462","1","0","1",0,"34",0,1.85
"DET","34",2020-08-17,"Contratistas",5095,"25","36","1","0","9","1","8","1","248","0","0",NA,1,"34",1.96,0.71
"DET","34",2020-08-18,"Propios",2001,"19","34","0","0","6","0","0","0","314","0","0",NA,0,"34",0,1.7
"DET","34",2020-08-18,"Contratistas",5223,"23","34","0","0","47","0","16","0","331","0","0",NA,0,"34",0,0.65
"DET","34",2020-08-19,"Propios",1943,"20","35","0","1","3","1","0","0","279","0","0",NA,1,"34",5.15,1.8
"DET","34",2020-08-19,"Contratistas",2173,"23","33","0","0","16","0","3","0","337","0","0",NA,0,"34",0,1.52
"DET","34",2020-08-20,"Propios",1909,"20","35","0","0","0","0","0","0","199","0","0",NA,0,"34",0,1.83
"DET","34",2020-08-20,"Contratistas",5231,"23","33","1","0","14","1","0","0","373","0","0",NA,1,"34",1.91,0.63
"DET","34",2020-08-21,"Propios",1783,"19","34","0","0","1","0","0","0","304","0","0",NA,0,"34",0,1.91
"DET","34",2020-08-21,"Contratistas",5031,"22","32","0","0","15","0","0","0","372","1","1",NA,0,"34",0,0.64
"DET","34",2020-08-22,"Propios",1154,"19","34","0","0","1","0","0","0","200","0","0",NA,0,"34",0,2.95
"DET","34",2020-08-22,"Contratistas",2959,"22","32","0","0","0","0","0","0","261","0","0",NA,0,"34",0,1.08
"DET","34",2020-08-23,"Propios",1149,"17","32","0","0","2","0","0","0","306","0","0",NA,0,"35",0,2.79
"DET","34",2020-08-23,"Contratistas",2562,"21","31","0","0","16","0","0","0","267","0","0",NA,0,"35",0,1.21
"DGM","34",2020-08-17,"Propios",154,"0","2","0","0","0","0","11","1","130","0","0","0",0,"34",0,1.3
"DGM","34",2020-08-17,"Contratistas",1129,"10","31","0","1","2","1","15","2","24","0","0","0",1,"34",8.86,2.75
"DGM","34",2020-08-18,"Propios",129,"0","2","0","0","0","0","63","1","36","0","0","0",0,"34",0,1.55
"DGM","34",2020-08-18,"Contratistas",1160,"10","29","1","0","4","1","16","0","84","1","0","0",1,"34",8.62,2.5
"DGM","34",2020-08-19,"Propios",154,"0","2","0","0","0","0","15","0","43","0","0","0",0,"34",0,1.3
"DGM","34",2020-08-19,"Contratistas",1110,"9","29","0","1","5","1","13","0","132","0","0","0",1,"34",9.01,2.61
"DGM","34",2020-08-20,"Propios",156,"0","2","0","0","0","0","2","0","19","0","0","0",0,"34",0,1.28
"DGM","34",2020-08-20,"Contratistas",1120,"9","29","0","0","1","0","1","0","90","0","0","0",0,"34",0,2.59
"DGM","34",2020-08-21,"Propios",124,"0","1","0","0","1","0","0","0","1","0","0","0",0,"34",0,0.81
"DGM","34",2020-08-21,"Contratistas",977,"9","28","0","0","2","0","28","1","81","0","0","0",0,"34",0,2.87
"DGM","34",2020-08-22,"Propios",121,"0","1","0","0","0","0","0","0","16","0","0","0",0,"34",0,0.83
"DGM","34",2020-08-22,"Contratistas",933,"7","27","0","0","0","0","21","1","110","0","0","0",0,"34",0,2.89
"DGM","34",2020-08-23,"Propios",120,"0","1","0","0","0","0","0","0","0","0","0","0",0,"35",0,0.83
"DGM","34",2020-08-23,"Contratistas",913,"6","27","0","0","1","0","50","1","95","0","0","0",0,"35",0,2.96
"DMH","34",2020-08-17,"Propios",668,"1","6","0","0","0","0","28","5","58","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-17,"Contratistas",2520,"15","46","0","0","0","0","11","7","183","0","0","0",0,"34",0,1.83
"DMH","34",2020-08-18,"Propios",668,"1","6","0","0","0","0","35","9","85","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-18,"Contratistas",2520,"16","43","1","0","1","1","34","27","246","1","1","0",1,"34",3.97,1.71
"DMH","34",2020-08-19,"Propios",668,"1","6","0","0","0","0","53","3","42","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-19,"Contratistas",2520,"17","44","1","1","2","1","15","13","225","1","1","0",2,"34",7.94,1.75
"DMH","34",2020-08-20,"Propios",668,"1","6","0","0","0","0","36","8","17","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-20,"Contratistas",2520,"19","43","2","1","0","0","4","2","65","0","0","3",3,"34",11.9,1.71
"DMH","34",2020-08-21,"Propios",668,"1","6","0","0","0","0","15","5","57","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-21,"Contratistas",2520,"20","44","1","0","1","1","4","3","37","2","1","0",1,"34",3.97,1.75
"DMH","34",2020-08-22,"Propios",668,"1","6","0","0","0","0","39","6","44","0","0","0",0,"34",0,0.9
"DMH","34",2020-08-22,"Contratistas",2520,"17","44","0","0","1","0","2","2","63","1","0","0",0,"34",0,1.75
"DMH","34",2020-08-23,"Propios",668,"1","6","0","0","0","0","14","2","6","0","0","0",0,"35",0,0.9
"DMH","34",2020-08-23,"Contratistas",2520,"17","44","0","0","2","0","1","0","53","2","0","0",0,"35",0,1.75
"DRT","34",2020-08-17,"Propios",1218,"3","12","0","0","6","2","3","2","21","0","0","0",0,"34",0,0.99
"DRT","34",2020-08-17,"Contratistas",4710,"5","16","0","0","14","5","5","2","17","0","0","0",0,"34",0,0.34
"DRT","34",2020-08-18,"Propios",1218,"3","11","0","0","1","0","2","1","33","0","0","0",0,"34",0,0.9
"DRT","34",2020-08-18,"Contratistas",4710,"5","13","0","0","3","0","4","1","37","0","0","0",0,"34",0,0.28
"DRT","34",2020-08-19,"Propios",1218,"4","12","1","0","1","1","10","2","26","0","0","0",1,"34",8.21,0.99
"DRT","34",2020-08-19,"Contratistas",4710,"3","13","0","0","1","0","8","6","33","0","0","0",0,"34",0,0.28
"DRT","34",2020-08-20,"Propios",1218,"4","13","0","0","2","0","13","2","43","0","0","0",0,"34",0,1.07
"DRT","34",2020-08-20,"Contratistas",4710,"4","14","2","0","2","2","11","3","25","0","0","0",2,"34",4.25,0.3
"DRT","34",2020-08-21,"Propios",1218,"4","13","0","0","0","0","22","10","19","0","0","0",0,"34",0,1.07
"DRT","34",2020-08-21,"Contratistas",4710,"5","15","1","0","3","1","38","6","35","0","0","0",1,"34",2.12,0.32
"DRT","34",2020-08-22,"Propios",1218,"4","13","0","0","0","0","18","1","26","0","0","0",0,"34",0,1.07
"DRT","34",2020-08-22,"Contratistas",4710,"6","15","1","0","3","1","34","4","48","0","0","0",1,"34",2.12,0.32
"DRT","34",2020-08-23,"Propios",1218,"4","12","0","0","0","0","21","0","27","0","0","0",0,"35",0,0.99
"DRT","34",2020-08-23,"Contratistas",4710,"6","14","0","0","3","0","32","4","53","1","0","0",0,"35",0,0.3
"DSAL","34",2020-08-17,"Propios",1409,"18","0","1","0","0","0","0","0","45","0","0",NA,1,"34",7.1,0
"DSAL","34",2020-08-17,"Contratistas",2586,"2","0","0","0","2","1","0","0","71","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-18,"Propios",1409,"19","0","0","0","0","1","0","0","100","1","0",NA,0,"34",0,0
"DSAL","34",2020-08-18,"Contratistas",2586,"2","0","0","0","1","0","676","1","50","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-19,"Propios",1409,"19","0","0","0","0","0","0","0","124","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-19,"Contratistas",2586,"2","0","0","0","1","0","103","0","40","1","0",NA,0,"34",0,0
"DSAL","34",2020-08-20,"Propios",1409,"19","0","0","0","0","0","0","0","11","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-20,"Contratistas",2586,"2","0","0","0","1","0","81","0","70","2","0",NA,0,"34",0,0
"DSAL","34",2020-08-21,"Propios",1409,"19","0","0","0","2","0","0","0","164","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-21,"Contratistas",2586,"2","0","0","0","0","0","79","0","48","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-22,"Propios",1409,"19","0","0","0","1","0","1","0","232","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-22,"Contratistas",2586,"2","0","0","0","0","0","55","1","41","0","0",NA,0,"34",0,0
"DSAL","34",2020-08-23,"Propios",1409,"4","0","2","0","2","2","0",NA,"304","0","0",NA,2,"35",14.19,0
"DSAL","34",2020-08-23,"Contratistas",2586,"3","0","2","0","2","2","7",NA,"42","0","0",NA,2,"35",7.73,0
"DVEN","34",2020-08-17,"Propios",852,"0","6","0","0","0","0","0","0","28","0","0","0",0,"34",0,0.7
"DVEN","34",2020-08-17,"Contratistas",1085,"0","7","0","0","0","0","0","0","97","0","0","0",0,"34",0,0.65
"DVEN","34",2020-08-18,"Propios",852,"1","5","0","1","3","1","0","0","62","1","1","0",1,"34",11.74,0.59
"DVEN","34",2020-08-18,"Contratistas",1085,"0","7","0","0","0","0","0","0","65","0","0","0",0,"34",0,0.65
"DVEN","34",2020-08-19,"Propios",852,"1","5","0","0","0","0","0","0","43","0","0","0",0,"34",0,0.59
"DVEN","34",2020-08-19,"Contratistas",1085,"0","7","0","0","0","0","0","0","104","0","0","0",0,"34",0,0.65
"DVEN","34",2020-08-20,"Propios",852,"1","5","0","0","0","0","0","0","96","0","0","0",0,"34",0,0.59
"DVEN","34",2020-08-20,"Contratistas",1085,"0","7","0","0","0","0","0","0","64","0","0","0",0,"34",0,0.65
"DVEN","34",2020-08-21,"Propios",852,"1","5","0","0","0","0","0","0","67","0","0","0",0,"34",0,0.59
"DVEN","34",2020-08-21,"Contratistas",1085,"0","7","0","0","0","0","0","0","78","0","0","0",0,"34",0,0.65
"DVEN","34",2020-08-22,"Propios",852,"1","5","0","0","0","0","0","0","88","0","0","0",0,"34",0,0.59
"DVEN","34",2020-08-22,"Contratistas",1085,"0","5","0","0","0","0","0","0","52","0","0","0",0,"34",0,0.46
"DVEN","34",2020-08-23,"Propios",852,"1","5","0","0","0","0","0","0","0","0","0","0",0,"35",0,0.59
"DVEN","34",2020-08-23,"Contratistas",1085,"0","5","0","0","0","0","0","0","0","0","0","0",0,"35",0,0.46
"VP","34",2020-08-17,"Propios",28,"0","1","0","0","0","0","0","0","54","0","0","0",0,"34",0,3.57
"VP","34",2020-08-17,"Contratistas",252,"17","62","1","0","49","1","0","0","375","1","1","1",1,"34",39.68,24.6
"VP","34",2020-08-18,"Propios",19,"0","1","0","0","0","0","0","0","5","0","0","0",0,"34",0,5.26
"VP","34",2020-08-18,"Contratistas",469,"15","64","1","1","38","2","4","0","371","0","0","0",2,"34",42.64,13.65
"VP","34",2020-08-19,"Propios",19,"0","1","0","0","33","0","0","0","21","0","0","0",0,"34",0,5.26
"VP","34",2020-08-19,"Contratistas",433,"15","62","1","1","16","2","0","0","321","0","0","0",2,"34",46.19,14.32
"VP","34",2020-08-20,"Propios",19,"0","1","0","0","0","0","0","0","10","0","0","0",0,"34",0,5.26
"VP","34",2020-08-20,"Contratistas",223,"13","60","0","1","68","1","0","0","217","0","0","0",1,"34",44.84,26.91
"VP","34",2020-08-21,"Propios",16,"0","1","0","0","0","0","0","0","0","0","0","0",0,"34",0,6.25
"VP","34",2020-08-21,"Contratistas",318,"12","59","1","1","7","2","0","0","48","0","0","1",2,"34",62.89,18.55
"VP","34",2020-08-22,"Propios",7,"0","1","0","0","0","0","0","0","1","0","0","0",0,"34",0,14.29
"VP","34",2020-08-22,"Contratistas",449.5,"12","58","0","0","2","0","0","0","196","1","0","0",0,"34",0,12.9
"VP","34",2020-08-23,"Propios",8.5,"0","1","0","0","0","0","0","0","0","0","0","0",0,"35",0,11.76
"VP","34",2020-08-23,"Contratistas",531.4,"11","59","1","1","40","2","0","0","215","0","0","0",2,"35",37.64,11.1
"CM","35",2020-08-24,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-24,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-25,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-25,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-26,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-26,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-27,"Propios",537,"0","0","0","0","0","0","0","0","10","0","0","0",0,"35",0,0
"CM","35",2020-08-27,"Contratistas",193,"0","0","0","0","0","0","0","0","28","0","0","0",0,"35",0,0
"CM","35",2020-08-28,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-28,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-29,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-29,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","35",2020-08-30,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","35",2020-08-30,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"DAND","35",2020-08-24,"Propios",1450,"1","4","0","0","0","0","0","0","255","0","0","0",0,"35",0,0.28
"DAND","35",2020-08-24,"Contratistas",4500,"3","4","1","0","0","0","8","0","538","0","0","0",1,"35",2.22,0.09
"DAND","35",2020-08-25,"Propios",1450,"1","3","0","0","1","0","0","0","14","0","0","0",0,"35",0,0.21
"DAND","35",2020-08-25,"Contratistas",4500,"3","4","0","0","2","0","11","0","450","0","0","0",0,"35",0,0.09
"DAND","35",2020-08-26,"Propios",1450,"1","3","0","0","0","0","1","0","212","0","0","0",0,"35",0,0.21
"DAND","35",2020-08-26,"Contratistas",4500,"3","3","0","0","0","0","47","0","416","0","0","0",0,"35",0,0.07
"DAND","35",2020-08-27,"Propios",1450,"1","3","0","0","2","0","0","0","13","0","0","0",0,"35",0,0.21
"DAND","35",2020-08-27,"Contratistas",4500,"3","3","0","0","0","0","2","0","267","0","0","0",0,"35",0,0.07
"DAND","35",2020-08-28,"Propios",1450,"1","3","0","0","0","0","0","0","210","0","0","0",0,"35",0,0.21
"DAND","35",2020-08-28,"Contratistas",4500,"3","3","0","0","1","0","3","0","181","0","0","0",0,"35",0,0.07
"DAND","35",2020-08-29,"Propios",1450,"1","3","0","0","0","0","0","0","5","0","0","0",0,"35",0,0.21
"DAND","35",2020-08-29,"Contratistas",4500,"3","3","0","0","1","0","3","0","67","0","0","0",0,"35",0,0.07
"DAND","35",2020-08-30,"Propios",1450,"1","3","0","0","1","0","0","0","262","0","0","0",0,"36",0,0.21
"DAND","35",2020-08-30,"Contratistas",4500,"5","5","0","2","2","2","7","0","341","0","0","0",2,"36",4.44,0.11
"DCH","35",2020-08-24,"Propios",1862,"28","45","0","2","30","2","0","0","201","0","0",NA,2,"35",10.74,2.42
"DCH","35",2020-08-24,"Contratistas",3423,"5","13","0","0","0","0","0","0","26","0","0",NA,0,"35",0,0.38
"DCH","35",2020-08-25,"Propios",1915,"27","37","0","1","109","1","0","0","296","1","1",NA,1,"35",5.22,1.93
"DCH","35",2020-08-25,"Contratistas",3330,"9","17","2","2","4","0","0","0","58","0","0",NA,4,"35",12.01,0.51
"DCH","35",2020-08-26,"Propios",1731,"22","35","0","1","12","1","0","0","118","0","0",NA,1,"35",5.78,2.02
"DCH","35",2020-08-26,"Contratistas",3424,"9","15","1","1","6","0","0","0","335","1","0",NA,2,"35",5.84,0.44
"DCH","35",2020-08-27,"Propios",1724,"19","24","0","0","30","0","0","0","113","0","0",NA,0,"35",0,1.39
"DCH","35",2020-08-27,"Contratistas",3508,"9","12","0","2","9","2","0","0","331","0","0",NA,2,"35",5.7,0.34
"DCH","35",2020-08-28,"Propios",1306,"8","23","0","0","72","0","0","0","39","0","0",NA,0,"35",0,1.76
"DCH","35",2020-08-28,"Contratistas",2933,"15","19","2","5","27","4","0","0","215","0","0",NA,7,"35",23.87,0.65
"DCH","35",2020-08-29,"Propios",1287,"7","21","0","0","96","0","0","0","91","0","0",NA,0,"35",0,1.63
"DCH","35",2020-08-29,"Contratistas",1829,"18","21","3","0","30","1","0","0","275","0","0",NA,3,"35",16.4,1.15
"DCH","35",2020-08-30,"Propios",1361,"9","24","0","3","184","3","0","0","70","0","0",NA,3,"36",22.04,1.76
"DCH","35",2020-08-30,"Contratistas",1678,"19","22","1","0","20","0","0","0","24","0","0",NA,1,"36",5.96,1.31
"DET","35",2020-08-24,"Propios",2139,"16","31","0","0","2","0","0","0","511","0","0",NA,0,"35",0,1.45
"DET","35",2020-08-24,"Contratistas",5321,"18","28","0","0","2","0","0","0","372","0","0",NA,0,"35",0,0.53
"DET","35",2020-08-25,"Propios",2019,"15","30","0","0","1","0","0","0","339","1","1",NA,0,"35",0,1.49
"DET","35",2020-08-25,"Contratistas",5458,"18","28","0","0","5","0","0","0","480","2","2",NA,0,"35",0,0.51
"DET","35",2020-08-26,"Propios",1967,"15","30","0","0","0","0","0","0","234","1","1",NA,0,"35",0,1.53
"DET","35",2020-08-26,"Contratistas",5479,"16","26","0","0","5","0","0","0","574","3","2",NA,0,"35",0,0.47
"DET","35",2020-08-27,"Propios",1923,"15","30","0","0","2","0","0","0","223","1","0",NA,0,"35",0,1.56
"DET","35",2020-08-27,"Contratistas",5380,"16","26","1","1","7","2","0","0","337","1","1",NA,2,"35",3.72,0.48
"DET","35",2020-08-28,"Propios",1861,"17","31","1","1","5","2","0","0","319","0","0",NA,2,"35",10.75,1.67
"DET","35",2020-08-28,"Contratistas",5140,"17","27","0","3","6","3","0","0","471","0","0",NA,3,"35",5.84,0.53
"DET","35",2020-08-29,"Propios",1169,"17","31","0","0","0","0","0","0","222","0","0",NA,0,"35",0,2.65
"DET","35",2020-08-29,"Contratistas",2918,"17","27","0","0","3","0","0","0","328","0","0",NA,0,"35",0,0.93
"DET","35",2020-08-30,"Propios",1222,"16","29","0","0","2","0","0","0","322","0","0",NA,0,"36",0,2.37
"DET","35",2020-08-30,"Contratistas",2523,"17","27","0","0","7","0","0","0","346","0","0",NA,0,"36",0,1.07
"DGM","35",2020-08-24,"Propios",151,"0","1","0","0","0","0","0","0","27","0","0","0",0,"35",0,0.66
"DGM","35",2020-08-24,"Contratistas",1138,"4","23","0","0","1","0","1","0","137","1","0","0",0,"35",0,2.02
"DGM","35",2020-08-25,"Propios",156,"0","1","0","0","0","0","39","0","41","0","0","0",0,"35",0,0.64
"DGM","35",2020-08-25,"Contratistas",1123,"3","21","0","0","3","0","10","0","84","0","0","0",0,"35",0,1.87
"DGM","35",2020-08-26,"Propios",149,"0","1","0","0","0","0","8","1","55","0","0","0",0,"35",0,0.67
"DGM","35",2020-08-26,"Contratistas",1155,"3","18","0","0","1","0","8","0","169","0","0","0",0,"35",0,1.56
"DGM","35",2020-08-27,"Propios",138,"0","1","0","0","0","0","1","0","27","0","0","0",0,"35",0,0.72
"DGM","35",2020-08-27,"Contratistas",1148,"2","17","0","0","1","0","2","0","103","0","0","0",0,"35",0,1.48
"DGM","35",2020-08-28,"Propios",145,"0","1","0","0","0","0","0","0","5","0","0","0",0,"35",0,0.69
"DGM","35",2020-08-28,"Contratistas",1056,"3","18","0","1","5","1","3","3","131","1","0","0",1,"35",9.47,1.7
"DGM","35",2020-08-29,"Propios",129,"0","1","0","0","0","0","2","0","123","0","0","0",0,"35",0,0.78
"DGM","35",2020-08-29,"Contratistas",888,"3","16","0","0","0","0","0","0","15","0","0","0",0,"35",0,1.8
"DGM","35",2020-08-30,"Propios",120,"0","1","0","0","0","0","1","0","0","0","0","0",0,"36",0,0.83
"DGM","35",2020-08-30,"Contratistas",959,"3","18","2","0","1","2","6","6","77","0","0","0",2,"36",20.86,1.88
"DMH","35",2020-08-24,"Propios",668,"1","4","0","0","0","0","43","6","132","0","0","0",0,"35",0,0.6
"DMH","35",2020-08-24,"Contratistas",2520,"19","44","2","0","1","0","5","5","137","0","0","0",2,"35",7.94,1.75
"DMH","35",2020-08-25,"Propios",668,"1","4","0","0","0","0","33","7","51","0","0","0",0,"35",0,0.6
"DMH","35",2020-08-25,"Contratistas",2520,"18","46","2","0","3","3","39","22","286","3","3","0",2,"35",7.94,1.83
"DMH","35",2020-08-26,"Propios",668,"1","4","0","0","0","0","2","2","8","0","0","0",0,"35",0,0.6
"DMH","35",2020-08-26,"Contratistas",2520,"16","49","3","0","1","1","6","5","279","0","0","0",3,"35",11.9,1.94
"DMH","35",2020-08-27,"Propios",668,"1","4","0","0","0","0","67","7","56","0","0","0",0,"35",0,0.6
"DMH","35",2020-08-27,"Contratistas",2520,"14","50","1","0","1","1","5","4","119","1","1","0",1,"35",3.97,1.98
"DMH","35",2020-08-28,"Propios",668,"1","4","0","0","1","1","14","0","50","1","1","0",0,"35",0,0.6
"DMH","35",2020-08-28,"Contratistas",2520,"16","52","1","1","0","0","1","0","46","0","0","0",2,"35",7.94,2.06
"DMH","35",2020-08-29,"Propios",668,"2","5","0","1","0","0","42","4","12","0","0","0",1,"35",14.97,0.75
"DMH","35",2020-08-29,"Contratistas",2520,"16","52","0","0","1","0","1","1","35","0","0","0",0,"35",0,2.06
"DMH","35",2020-08-30,"Propios",668,"2","5","0","0","0","0","22","4","89","0","0","0",0,"36",0,0.75
"DMH","35",2020-08-30,"Contratistas",2520,"16","52","0","0","0","0","3","1","6","0","0","0",0,"36",0,2.06
"DRT","35",2020-08-24,"Propios",1218,"4","12","0","0","1","0","29","1","29","0","0","0",0,"35",0,0.99
"DRT","35",2020-08-24,"Contratistas",4710,"7","15","1","0","2","1","60","2","58","0","0","0",1,"35",2.12,0.32
"DRT","35",2020-08-25,"Propios",1218,"4","12","0","0","0","0","20","0","23","0","0","0",0,"35",0,0.99
"DRT","35",2020-08-25,"Contratistas",4710,"7","16","2","0","4","2","54","8","57","0","0","0",2,"35",4.25,0.34
"DRT","35",2020-08-26,"Propios",1218,"3","11","0","0","2","0","39","0","50","0","0","0",0,"35",0,0.9
"DRT","35",2020-08-26,"Contratistas",4710,"8","16","0","1","2","1","39","3","61","0","0","0",1,"35",2.12,0.34
"DRT","35",2020-08-27,"Propios",1218,"2","10","1","0","2","1","49","0","46","0","0","0",1,"35",8.21,0.82
"DRT","35",2020-08-27,"Contratistas",4710,"8","16","1","0","2","1","40","8","34","2","0","0",1,"35",2.12,0.34
"DRT","35",2020-08-28,"Propios",1218,"2","10","0","0","1","0","48","3","48","0","0","0",0,"35",0,0.82
"DRT","35",2020-08-28,"Contratistas",4710,"7","17","0","0","3","0","33","6","31","0","0","0",0,"35",0,0.36
"DRT","35",2020-08-29,"Propios",1218,"2","10","0","0","0","0","41","6","42","2","0","0",0,"35",0,0.82
"DRT","35",2020-08-29,"Contratistas",4710,"8","17","1","0","1","1","30","6","27","0","0","0",1,"35",2.12,0.36
"DRT","35",2020-08-30,"Propios",1218,"2","8","0","0","2","0","43","6","42","1","0","0",0,"36",0,0.66
"DRT","35",2020-08-30,"Contratistas",4710,"8","18","1","0","1","1","37","4","37","0","0","0",1,"36",2.12,0.38
"DSAL","35",2020-08-24,"Propios",1409,"4","0","0","0","1","0","0","0","24","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-24,"Contratistas",2586,"4","0","1","0","2","1","643","3","30","0",NA,NA,1,"35",3.87,0
"DSAL","35",2020-08-25,"Propios",1409,"4","0","1","0","2","0","0","0","7","0",NA,NA,1,"35",7.1,0
"DSAL","35",2020-08-25,"Contratistas",2586,"4","0","1","0","0","1","0","0","6","0",NA,NA,1,"35",3.87,0
"DSAL","35",2020-08-26,"Propios",1409,"4","0","0","0","0","1","0","0","14","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-26,"Contratistas",2586,"4","0","0","0","0","0","413","0","123","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-27,"Propios",1409,"5","0","0","1","1","1","0","0","0","0",NA,NA,1,"35",7.1,0
"DSAL","35",2020-08-27,"Contratistas",2586,"4","0","0","0","1","1","122","1","60","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-28,"Propios",1409,"5","0","0","1","0","0","0","0","34","0",NA,NA,1,"35",7.1,0
"DSAL","35",2020-08-28,"Contratistas",2586,"6","0","1","0","1","0","28","0","46","0",NA,NA,1,"35",3.87,0
"DSAL","35",2020-08-29,"Propios",1409,"5","0","0","0","0","0","0","0","152","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-29,"Contratistas",2586,"6","0","0","0","0","1","163","0","120","0",NA,NA,0,"35",0,0
"DSAL","35",2020-08-30,"Propios",1409,"1","0","0","0","0","0","0","0","122","0",NA,NA,0,"36",0,0
"DSAL","35",2020-08-30,"Contratistas",2586,"1","0","0","0","1","0","0","0","79","0",NA,NA,0,"36",0,0
"DVEN","35",2020-08-24,"Propios",852,"1","5","0","0","0","0","0","0","104","0","0","0",0,"35",0,0.59
"DVEN","35",2020-08-24,"Contratistas",1085,"0","4","0","0","0","0","0","0","77","0","0","0",0,"35",0,0.37
