"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos","sem_epidem","casos_nuevos_division_x10000","porc_casos_acum_codelco_division"
"DGM","37",2020-09-12,"Propios",127,"2","3","0","1","0","0","1","1","20","0","1","0",1,"37",78.74,2.36
"DGM","37",2020-09-12,"Contratistas",1018,"3","11","1","0","0","0","5","4","99","0","0","0",1,"37",9.82,1.08
"DGM","37",2020-09-13,"Propios",128,"2","3","0","0","0","0","0","0","0","0","0","0",0,"38",0,2.34
"DGM","37",2020-09-13,"Contratistas",972,"3","11","0","0","0","0","2","2","91","0","0","0",0,"38",0,1.13
"DMH","37",2020-09-07,"Propios",668,"1","5","0","0","0","0","3","1","65","0","0","0",0,"37",0,0.75
"DMH","37",2020-09-07,"Contratistas",2520,"8","44","0","0","0","0","8","7","283","0","0","0",0,"37",0,1.75
"DMH","37",2020-09-08,"Propios",668,"1","5","0","0","0","0","71","2","53","0","0","0",0,"37",0,0.75
"DMH","37",2020-09-08,"Contratistas",2520,"5","44","0","0","0","0","12","11","239","0","0","0",0,"37",0,1.75
"DMH","37",2020-09-09,"Propios",668,"4","5","0","0","1","0","18","6","58","0","0","0",0,"37",0,0.75
"DMH","37",2020-09-09,"Contratistas",2520,"1","44","0","0","0","0","21","16","283","0","0","0",0,"37",0,1.75
"DMH","37",2020-09-10,"Propios",668,"1","5","0","0","0","0","41","4","17","0","0","0",0,"37",0,0.75
"DMH","37",2020-09-10,"Contratistas",2520,"3","34","0","0","0","0","10","3","134","0","0","0",0,"37",0,1.35
"DMH","37",2020-09-11,"Propios",668,"0","5","0","0","2","0","48","5","77","0","0","0",0,"37",0,0.75
"DMH","37",2020-09-11,"Contratistas",2520,"3","32","0","0","0","0","2","0","83","0","0","0",0,"37",0,1.27
"DMH","37",2020-09-12,"Propios",668,"0","4","0","0","1","1","33","3","39","1","1","0",0,"37",0,0.6
"DMH","37",2020-09-12,"Contratistas",2520,"2","35","0","0","0","0","1","1","52","0","0","0",0,"37",0,1.39
"DMH","37",2020-09-13,"Propios",668,"1","5","0","1","0","0","0","0","14","0","0","0",1,"38",14.97,0.75
"DMH","37",2020-09-13,"Contratistas",2520,"2","31","0","0","0","0","0","0","18","0","0","0",0,"38",0,1.23
"DRT","37",2020-09-07,"Propios",1218,"7","14","1","0","2","1","37","1","48","0","0","0",1,"37",8.21,1.15
"DRT","37",2020-09-07,"Contratistas",4710,"2","10","0","0","7","0","117","4","99","3","0","0",0,"37",0,0.21
"DRT","37",2020-09-08,"Propios",1218,"8","15","1","0","1","1","24","0","55","0","0","0",1,"37",8.21,1.23
"DRT","37",2020-09-08,"Contratistas",4710,"2","10","0","0","0","0","48","0","89","0","0","0",0,"37",0,0.21
"DRT","37",2020-09-09,"Propios",1218,"8","15","0","0","1","0","17","0","85","1","0","0",0,"37",0,1.23
"DRT","37",2020-09-09,"Contratistas",4710,"2","9","0","0","2","0","17","0","94","0","0","0",0,"37",0,0.19
"DRT","37",2020-09-10,"Propios",1218,"8","15","0","0","1","0","3","2","82","0","0","0",0,"37",0,1.23
"DRT","37",2020-09-10,"Contratistas",4710,"1","8","0","1","2","1","2","0","97","0","0","0",1,"37",2.12,0.17
"DRT","37",2020-09-11,"Propios",1218,"8","15","0","0","0","0","0","0","49","0","0","0",0,"37",0,1.23
"DRT","37",2020-09-11,"Contratistas",4710,"4","11","3","0","7","3","0","0","119","1","0","0",3,"37",6.37,0.23
"DRT","37",2020-09-12,"Propios",1218,"7","14","0","0","0","0","0","0","47","0","0","0",0,"37",0,1.15
"DRT","37",2020-09-12,"Contratistas",4710,"4","10","0","0","0","0","0","0","103","1","0","0",0,"37",0,0.21
"DRT","37",2020-09-13,"Propios",1218,"6","14","0","0","0","0","0","0","56","0","0","0",0,"38",0,1.15
"DRT","37",2020-09-13,"Contratistas",4710,"3","9","0","0","1","0","0","0","97","0","0","0",0,"38",0,0.19
"DSAL","37",2020-09-07,"Propios",1409,"0","21","0","0","0","0","0","0","137","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-07,"Contratistas",2586,"2","11","0","0","2","1","628","0","80","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-08,"Propios",1409,"0","21","0","0","0","0","0","0","83","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-08,"Contratistas",2586,"2","11","0","0","0","0","76","0","158","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-09,"Propios",1409,"0","21","0","0","0","0","0","0","3","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-09,"Contratistas",2586,"2","11","0","0","0","0","157","0","77","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-10,"Propios",1409,"0","21","0","0","0","0","0","0","1","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-10,"Contratistas",2586,"2","11","0","0","0","0","110","0","148","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-11,"Propios",1409,"0","21","0","0","0","0","0","0","6","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-11,"Contratistas",2586,"2","11","0","0","1","0","21","0","181","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-12,"Propios",1409,"0","21","0","0","0","0","0","0","69","0","0",NA,0,"37",0,1.49
"DSAL","37",2020-09-12,"Contratistas",2586,"2","11","0","0","0","0","166","0","201","0","0",NA,0,"37",0,0.43
"DSAL","37",2020-09-13,"Propios",1409,"0","21","0","0","0","0","0","0","316","0","0",NA,0,"38",0,1.49
"DSAL","37",2020-09-13,"Contratistas",2586,"2","11","0","0","0","0","0","0","165","0","0",NA,0,"38",0,0.43
"DVEN","37",2020-09-07,"Propios",851,"1","4","0","0","0","0","0","0","99","0","0","0",0,"37",0,0.47
"DVEN","37",2020-09-07,"Contratistas",1037,"2","2","0","0","0","0","0","0","129","0","0","0",0,"37",0,0.19
"DVEN","37",2020-09-08,"Propios",851,"1","4","0","0","0","0","0","0","36","0","0","0",0,"37",0,0.47
"DVEN","37",2020-09-08,"Contratistas",1037,"2","2","0","0","2","1","0","0","100","0","0","0",0,"37",0,0.19
"DVEN","37",2020-09-09,"Propios",851,"1","4","0","0","0","0","0","0","100","0","0","0",0,"37",0,0.47
"DVEN","37",2020-09-09,"Contratistas",1037,"2","3","0","1","0","0","0","0","80","0","0","0",1,"37",9.64,0.29
"DVEN","37",2020-09-10,"Propios",851,"1","4","0","0","0","0","0","0","55","0","0","0",0,"37",0,0.47
"DVEN","37",2020-09-10,"Contratistas",1037,"2","1","0","0","0","0","0","0","97","0","0","0",0,"37",0,0.1
"DVEN","37",2020-09-11,"Propios",851,"1","4","0","0","0","0","0","0","103","0","0","0",0,"37",0,0.47
"DVEN","37",2020-09-11,"Contratistas",1037,"1","1","0","0","0","0","0","0","100","0","0","0",0,"37",0,0.1
"DVEN","37",2020-09-12,"Propios",851,"0","3","0","0","0","0","0","0","15","0","0","0",0,"37",0,0.35
"DVEN","37",2020-09-12,"Contratistas",1037,"1","1","0","0","0","0","0","0","14","0","0","0",0,"37",0,0.1
"DVEN","37",2020-09-13,"Propios",851,"0","3","0","0","0","0","0","0","110","0","0","0",0,"38",0,0.35
"DVEN","37",2020-09-13,"Contratistas",1037,"1","1","0","0","0","0","0","0","42","0","0","0",0,"38",0,0.1
"VP","37",2020-09-07,"Propios",22,"1","2","0","0","0","0","0","0","79","0","0","0",0,"37",0,9.09
"VP","37",2020-09-07,"Contratistas",772,"19","44","0","1","2","1","0","0","895","0","0","0",1,"37",12.95,5.7
"VP","37",2020-09-08,"Propios",22,"1","2","0","0","0","0","0","0","8","0","0","0",0,"37",0,9.09
"VP","37",2020-09-08,"Contratistas",836,"20","45","1","1","18","2","1","0","205","1","0","1",2,"37",23.92,5.38
"VP","37",2020-09-09,"Propios",22,"1","2","0","0","0","0","0","0","9","0","0","0",0,"37",0,9.09
"VP","37",2020-09-09,"Contratistas",856,"20","45","1","1","15","2","0","0","320","0","0","0",2,"37",23.36,5.26
"VP","37",2020-09-10,"Propios",22,"1","2","0","0","0","0","0","0","7","0","0","0",0,"37",0,9.09
"VP","37",2020-09-10,"Contratistas",835,"19","41","0","0","5","0","0","0","506","0","0","0",0,"37",0,4.91
"VP","37",2020-09-11,"Propios",20,"1","2","0","0","7","0","0","0","23","0","0","0",0,"37",0,10
"VP","37",2020-09-11,"Contratistas",806,"18","40","0","1","5","1","0","0","499","0","0","0",1,"37",12.41,4.96
"VP","37",2020-09-12,"Propios",13,"1","2","0","0","0","0","0","0","0","0","0","0",0,"37",0,15.38
"VP","37",2020-09-12,"Contratistas",735,"19","42","2","0","4","2","0","0","297","0","0","1",2,"37",27.21,5.71
"VP","37",2020-09-13,"Propios",13,"1","2","0","0","0","0","0","0","2","0","0","0",0,"38",0,15.38
"VP","37",2020-09-13,"Contratistas",755,"20","43","2","0","27","2","0","0","270","0","0","1",2,"38",26.49,5.7
"DAND","38",2020-09-14,"Propios",1450,"3","5","0","0","1","0","0","0","75","0","0","0",0,"38",0,0.34
"DAND","38",2020-09-14,"Contratistas",4500,"5","4","0","1","3","1","7","0","702","0","0","0",1,"38",2.22,0.09
"DAND","38",2020-09-15,"Propios",1450,"3","4","0","0","1","0","0","0","180","0","0","0",0,"38",0,0.28
"DAND","38",2020-09-15,"Contratistas",4500,"5","5","0","0","1","0","5","0","517","0","0","0",0,"38",0,0.11
"DAND","38",2020-09-16,"Propios",1450,"3","4","0","0","0","0","0","0","19","0","0","0",0,"38",0,0.28
"DAND","38",2020-09-16,"Contratistas",4500,"5","5","0","0","2","0","7","0","451","0","0","0",0,"38",0,0.11
"DAND","38",2020-09-17,"Propios",1450,"3","4","0","0","0","0","3","0","217","0","0","0",0,"38",0,0.28
"DAND","38",2020-09-17,"Contratistas",4500,"2","5","0","0","1","0","2","0","327","0","0","0",0,"38",0,0.11
"DAND","38",2020-09-18,"Propios",1450,"3","4","0","0","0","0","0","0","3","0","0","0",0,"38",0,0.28
"DAND","38",2020-09-18,"Contratistas",4500,"2","5","0","0","0","0","0","0","39","0","0","0",0,"38",0,0.11
"DAND","38",2020-09-19,"Propios",1450,"3","4","0","0","0","0","1","0","168","0","0","0",0,"38",0,0.28
"DAND","38",2020-09-19,"Contratistas",4500,"2","5","0","0","1","1","0","0","79","1","1","0",0,"38",0,0.11
"DAND","38",2020-09-20,"Propios",1450,"3","4","0","0","0","0","0","0","132","0","0","0",0,"39",0,0.28
"DAND","38",2020-09-20,"Contratistas",4500,"2","5","0","0","1","0","29","0","308","1","0","0",0,"39",0,0.11
"DCH","38",2020-09-14,"Propios",1871,"15","28","0","1","213","1","0","0","57","0","0",NA,1,"38",5.34,1.5
"DCH","38",2020-09-14,"Contratistas",3726,"13","12","0","1","3","1","0","0","134","0","0",NA,1,"38",2.68,0.32
"DCH","38",2020-09-15,"Propios",1916,"14","27","0","1","231","1","0","0","107","1","0",NA,1,"38",5.22,1.41
"DCH","38",2020-09-15,"Contratistas",3794,"10","12","0","0","48","0","0","0","358","0","0",NA,0,"38",0,0.32
"DCH","38",2020-09-16,"Propios",1750,"14","26","0","0","85","0","0","0","64","0","0",NA,0,"38",0,1.49
"DCH","38",2020-09-16,"Contratistas",3712,"10","10","0","0","21","0","0","0","412","0","0",NA,0,"38",0,0.27
"DCH","38",2020-09-17,"Propios",1697,"14","26","0","1","124","1","0","0","41","0","0",NA,1,"38",5.89,1.53
"DCH","38",2020-09-17,"Contratistas",3570,"9","10","0","0","4","0","0","0","263","1","0",NA,0,"38",0,0.28
"DCH","38",2020-09-18,"Propios",1255,"11","23","0","0","174","0","0","0","3","0","0",NA,0,"38",0,1.83
"DCH","38",2020-09-18,"Contratistas",1822,"8","8","0","1","44","1","0","0","0","0","0",NA,1,"38",5.49,0.44
"DCH","38",2020-09-19,"Propios",1248,"8","23","0","0","20","0","0","0","5","0","0",NA,0,"38",0,1.84
"DCH","38",2020-09-19,"Contratistas",1795,"7","7","0","0","7","0","0","0","0","0","0",NA,0,"38",0,0.39
"DCH","38",2020-09-20,"Propios",1335,"8","20","0","0","23","0","0","0","198","0","0",NA,0,"39",0,1.5
"DCH","38",2020-09-20,"Contratistas",1843,"5","6","1","0","32","0","0","0","62","0","0",NA,1,"39",5.43,0.33
"DET","38",2020-09-14,"Propios",2056,"28","38","2","2","7","4","0","0","800","4","4",NA,4,"38",19.46,1.85
"DET","38",2020-09-14,"Contratistas",5379,"16","24","1","0","2","1","0","0","378","0","0",NA,1,"38",1.86,0.45
"DET","38",2020-09-15,"Propios",1737,"31","41","2","1","8","3","0","0","313","3","3",NA,3,"38",17.27,2.36
"DET","38",2020-09-15,"Contratistas",5425,"16","24","1","0","7","1","0","0","458","1","1",NA,1,"38",1.84,0.44
"DET","38",2020-09-16,"Propios",1860,"36","44","2","3","6","5","0","0","395","0","0",NA,5,"38",26.88,2.37
"DET","38",2020-09-16,"Contratistas",5464,"17","25","1","1","4","2","0","0","480","1","1",NA,2,"38",3.66,0.46
"DET","38",2020-09-17,"Propios",1810,"36","46","0","2","7","2","0","0","386","1","1",NA,2,"38",11.05,2.54
"DET","38",2020-09-17,"Contratistas",5037,"17","25","0","0","5","0","0","0","378","0","0",NA,0,"38",0,0.5
"DET","38",2020-09-18,"Propios",1368,"37","45","1","1","1","2","0","0","190","1","0",NA,2,"38",14.62,3.29
"DET","38",2020-09-18,"Contratistas",2136,"16","24","1","0","2","1","0","0","49","0","0",NA,1,"38",4.68,1.12
"DET","38",2020-09-19,"Propios",1271,"39","47","2","0","2","2","0","0","189","0","0",NA,2,"38",15.74,3.7
"DET","38",2020-09-19,"Contratistas",1923,"17","25","0","1","1","1","0","0","60","1","1",NA,1,"38",5.2,1.3
"DET","38",2020-09-20,"Propios",1250,"40","48","0","1","1","1","0","0","354","2","2",NA,1,"39",8,3.84
"DET","38",2020-09-20,"Contratistas",2414,"18","26","1","0","1","1","0","0","126","1","1",NA,1,"39",4.14,1.08
"DGM","38",2020-09-14,"Propios",139,"1","2","0","0","0","0","13","2","23","0","0","0",0,"38",0,1.44
"DGM","38",2020-09-14,"Contratistas",1142,"2","11","0","0","1","0","9","8","124","1","0","0",0,"38",0,0.96
"DGM","38",2020-09-15,"Propios",148,"1","2","0","0","1","0","59","5","47","0","0","0",0,"38",0,1.35
"DGM","38",2020-09-15,"Contratistas",1146,"2","7","0","0","2","0","15","6","77","0","0","0",0,"38",0,0.61
"DGM","38",2020-09-16,"Propios",149,"1","2","0","0","0","0","10","3","79","0","0","0",0,"38",0,1.34
"DGM","38",2020-09-16,"Contratistas",1143,"2","6","0","0","7","0","19","4","111","0","0","0",0,"38",0,0.52
"DGM","38",2020-09-17,"Propios",156,"1","2","0","0","0","0","0","0","8","0","0","0",0,"38",0,1.28
"DGM","38",2020-09-17,"Contratistas",1122,"2","6","0","1","0","1","6","2","160","0","0","0",1,"38",8.91,0.53
"DGM","38",2020-09-18,"Propios",113,"1","2","0","0","0","0","0","0","0","0","0","0",0,"38",0,1.77
"DGM","38",2020-09-18,"Contratistas",954,"2","6","0","0","0","0","7","2","129","0","0","0",0,"38",0,0.63
"DGM","38",2020-09-19,"Propios",112,"1","2","0","0","0","0","0","0","16","0","0","0",0,"38",0,1.79
"DGM","38",2020-09-19,"Contratistas",983,"2","6","0","0","1","0","9","4","124","0","0","0",0,"38",0,0.61
"DGM","38",2020-09-20,"Propios",110,"1","1","0","0","0","0","0","0","0","0","0","0",0,"39",0,0.91
"DGM","38",2020-09-20,"Contratistas",987,"2","2","0","0","1","0","5","2","121","0","0","0",0,"39",0,0.2
"DMH","38",2020-09-14,"Propios",668,"1","5","0","0","0","0","41","5","116","0","0","0",0,"38",0,0.75
"DMH","38",2020-09-14,"Contratistas",2520,"2","31","0","0","0","0","4","2","320","0","0","0",0,"38",0,1.23
"DMH","38",2020-09-15,"Propios",668,"1","5","0","0","0","0","15","1","52","0","0","0",0,"38",0,0.75
"DMH","38",2020-09-15,"Contratistas",2520,"1","31","0","0","0","0","12","11","320","0","0","0",0,"38",0,1.23
"DMH","38",2020-09-16,"Propios",668,"1","5","0","0","0","0","8","1","11","0","0","0",0,"38",0,0.75
"DMH","38",2020-09-16,"Contratistas",2520,"1","31","0","0","1","0","4","1","313","1","0","0",0,"38",0,1.23
"DMH","38",2020-09-17,"Propios",668,"1","5","0","0","0","0","67","2","59","0","0","0",0,"38",0,0.75
"DMH","38",2020-09-17,"Contratistas",2520,"1","31","0","0","0","0","8","4","125","0","0","0",0,"38",0,1.23
"DMH","38",2020-09-18,"Propios",668,"2","6","1","0","0","0","10","0","66","0","0","0",1,"38",14.97,0.9
"DMH","38",2020-09-18,"Contratistas",2520,"2","32","1","0","1","1","3","0","60","0","0","0",1,"38",3.97,1.27
"DMH","38",2020-09-19,"Propios",668,"2","6","0","0","1","0","45","5","8","0","0","0",0,"38",0,0.9
"DMH","38",2020-09-19,"Contratistas",2520,"4","34","1","1","0","0","0","0","27","0","0","0",2,"38",7.94,1.35
"DMH","38",2020-09-20,"Propios",668,"2","6","0","0","0","0","32","8","48","0","0","0",0,"39",0,0.9
"DMH","38",2020-09-20,"Contratistas",2520,"4","34","0","0","0","0","0","0","7","0","0","0",0,"39",0,1.35
"DRT","38",2020-09-14,"Propios",1218,"4","14","0","0","0","0","0","0","57","0","0","0",0,"38",0,1.15
"DRT","38",2020-09-14,"Contratistas",4710,"3","9","0","0","0","0","0","0","79","0","0","0",0,"38",0,0.19
"DRT","38",2020-09-15,"Propios",1218,"2","14","0","0","0","0","0","0","78","0","0","0",0,"38",0,1.15
"DRT","38",2020-09-15,"Contratistas",4710,"4","10","1","0","1","1","0","0","132","0","0","0",1,"38",2.12,0.21
"DRT","38",2020-09-16,"Propios",1218,"1","11","0","0","0","0","0","0","62","1","0","0",0,"38",0,0.9
"DRT","38",2020-09-16,"Contratistas",4710,"4","9","0","0","1","0","0","0","108","0","0","0",0,"38",0,0.19
"DRT","38",2020-09-17,"Propios",1218,"1","10","0","0","0","0","0","0","50","2","0","0",0,"38",0,0.82
"DRT","38",2020-09-17,"Contratistas",4710,"4","9","0","0","2","0","0","0","104","0","0","0",0,"38",0,0.19
"DRT","38",2020-09-18,"Propios",1218,"1","10","1","0","1","1","0","0","28","0","0","0",1,"38",8.21,0.82
"DRT","38",2020-09-18,"Contratistas",4710,"4","9","0","0","2","0","0","0","106","0","0","0",0,"38",0,0.19
"DRT","38",2020-09-19,"Propios",1218,"1","10","0","0","1","0","0","0","30","0","0","0",0,"38",0,0.82
"DRT","38",2020-09-19,"Contratistas",4710,"5","8","1","0","1","1","0","0","91","0","0","0",1,"38",2.12,0.17
"DRT","38",2020-09-20,"Propios",1218,"1","9","0","0","0","0","0","0","32","0","0","0",0,"39",0,0.74
"DRT","38",2020-09-20,"Contratistas",4710,"5","9","0","0","1","0","0","0","137","1","0","0",0,"39",0,0.19
"DSAL","38",2020-09-14,"Propios",1409,"0","21","0","0","0","0","0","0","239","0","0",NA,0,"38",0,1.49
"DSAL","38",2020-09-14,"Contratistas",2586,"2","12","1","0","0","0","511","0","164","1","1",NA,1,"38",3.87,0.46
"DSAL","38",2020-09-15,"Propios",1409,"0","21","0","0","0","0","0","0","23","0","0",NA,0,"38",0,1.49
"DSAL","38",2020-09-15,"Contratistas",2586,"2","14","0","0","1","0","0","0","197","0","0",NA,0,"38",0,0.54
"DSAL","38",2020-09-16,"Propios",1409,"0","21","0","0","1","0","0","0","7","0","0",NA,0,"38",0,1.49
"DSAL","38",2020-09-16,"Contratistas",2586,"0","13","0","0","3","0","213","0","0","0","0",NA,0,"38",0,0.5
"DSAL","38",2020-09-17,"Propios",1409,"0","21","0","0","1","0","0","0","9","0","0",NA,0,"38",0,1.49
"DSAL","38",2020-09-17,"Contratistas",2586,"0","13","0","0","0","0","32","0","11","0","0",NA,0,"38",0,0.5
"DSAL","38",2020-09-18,"Propios",1409,"0","21","0","0","0","0","0","0","10","0","0",NA,0,"38",0,1.49
"DSAL","38",2020-09-18,"Contratistas",2586,"1","14","0","0","0","0","56","0","72","0","0",NA,0,"38",0,0.54
"DSAL","38",2020-09-19,"Propios",1409,"0","34","0","0","1","0","0","0","133","0","0",NA,0,"38",0,2.41
"DSAL","38",2020-09-19,"Contratistas",2586,"0","4","0","0","0","0","0","0","111","0","0",NA,0,"38",0,0.15
"DSAL","38",2020-09-20,"Propios",1409,"0","35","0","0","1","0","0","0","657","0","0",NA,0,"39",0,2.48
"DSAL","38",2020-09-20,"Contratistas",2586,"0","5","0","0","0","0","45","0","15","0","0",NA,0,"39",0,0.19
"DVEN","38",2020-09-14,"Propios",851,"0","2","0","0","0","0","0","0","40","0","0","0",0,"38",0,0.24
"DVEN","38",2020-09-14,"Contratistas",1037,"0","1","0","0","0","0","0","0","95","0","0","0",0,"38",0,0.1
"DVEN","38",2020-09-15,"Propios",851,"0","2","0","0","0","0","0","0","108","0","0","0",0,"38",0,0.24
"DVEN","38",2020-09-15,"Contratistas",1037,"0","1","0","0","0","0","0","0","142","0","0","0",0,"38",0,0.1
"DVEN","38",2020-09-16,"Propios",851,"0","1","0","0","0","0","0","0","47","0","0","0",0,"38",0,0.12
"DVEN","38",2020-09-16,"Contratistas",1037,"0","0","0","0","0","0","0","0","132","0","0","0",0,"38",0,0
"DVEN","38",2020-09-17,"Propios",851,"0","1","0","0","0","0","0","0","121","0","0","0",0,"38",0,0.12
"DVEN","38",2020-09-17,"Contratistas",1037,"0","0","0","0","0","0","0","0","60","0","0","0",0,"38",0,0
"DVEN","38",2020-09-18,"Propios",851,"0","1","0","0","1","0","0","0","26","0","0","0",0,"38",0,0.12
"DVEN","38",2020-09-18,"Contratistas",1037,"0","0","0","0","0","0","0","0","18","0","0","0",0,"38",0,0
"DVEN","38",2020-09-19,"Propios",851,"0","1","0","0","0","0","0","0","91","0","0","0",0,"38",0,0.12
"DVEN","38",2020-09-19,"Contratistas",1037,"0","0","0","0","0","0","0","0","44","0","0","0",0,"38",0,0
"DVEN","38",2020-09-20,"Propios",851,"0","1","0","0","0","0","0","0","23","0","0","0",0,"39",0,0.12
"DVEN","38",2020-09-20,"Contratistas",1037,"0","0","0","0","0","0","0","0","17","0","0","0",0,"39",0,0
"VP","38",2020-09-14,"Propios",23,"1","2","0","0","0","0","0","0","56","0","0","0",0,"38",0,8.7
"VP","38",2020-09-14,"Contratistas",718,"20","45","0","2","60","2","104","0","523","2","0","0",2,"38",27.86,6.27
"VP","38",2020-09-15,"Propios",22,"1","2","0","0","0","0","0","0","8","0","0","0",0,"38",0,9.09
"VP","38",2020-09-15,"Contratistas",690,"20","45","0","0","94","0","1","0","1322","0","0","0",0,"38",0,6.52
"VP","38",2020-09-16,"Propios",22,"1","2","0","0","0","0","0","0","27","0","0","0",0,"38",0,9.09
"VP","38",2020-09-16,"Contratistas",767,"24","50","1","5","247","6","0","0","921","2","0","1",6,"38",78.23,6.52
"VP","38",2020-09-17,"Propios",21,"1","2","0","0","4","0","0","0","3","0","0","0",0,"38",0,9.52
"VP","38",2020-09-17,"Contratistas",758,"25","52","0","2","7","2","0","0","179","2","2 pdte","0",2,"38",26.39,6.86
"VP","38",2020-09-18,"Propios",13,"0","2","0","0","0","0","0","0","0","0","0","0",0,"38",0,15.38
"VP","38",2020-09-18,"Contratistas",538,"24","52","1","0","1","1","0","0","27","0","0","1",1,"38",18.59,9.67
"VP","38",2020-09-19,"Propios",13,"0","2","0","0","0","0","0","0","0","0","0","0",0,"38",0,15.38
"VP","38",2020-09-19,"Contratistas",558,"22","53","1","0","1","1","0","0","213","1","1 pdte","1",1,"38",17.92,9.5
"VP","38",2020-09-20,"Propios",12,"0","2","0","0","0","0","0","0","3","0",NA,"0",0,"39",0,16.67
"VP","38",2020-09-20,"Contratistas",589,"22","54","0","1","2","1","27","0","214","1","1 pdte","0",1,"39",16.98,9.17
"CM","39",2020-09-21,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-21,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-22,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-22,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-23,"Propios",537,"0","0","0","0","0","0","0","0","4","0","0","0",0,"39",0,0
"CM","39",2020-09-23,"Contratistas",193,"0","0","0","0","0","0","0","0","37","0","0","0",0,"39",0,0
"CM","39",2020-09-24,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-24,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-25,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-25,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-26,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-26,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"39",0,0
"CM","39",2020-09-27,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"40",0,0
"CM","39",2020-09-27,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"40",0,0
"DAND","39",2020-09-21,"Propios",1450,"2","4","0","0","2","0","0","0","269","0","0","0",0,"39",0,0.28
"DAND","39",2020-09-21,"Contratistas",4500,"2","2","0","1","3","1","9","0","757","0","0","0",1,"39",2.22,0.04
"DAND","39",2020-09-22,"Propios",1450,"0","3","0","0","0","0","0","0","27","0","0","0",0,"39",0,0.21
"DAND","39",2020-09-22,"Contratistas",4500,"2","2","0","0","5","1","7","0","325","1","1","0",0,"39",0,0.04
"DAND","39",2020-09-23,"Propios",1450,"0","2","0","0","1","0","0","0","175","0","0","0",0,"39",0,0.14
"DAND","39",2020-09-23,"Contratistas",4500,"2","2","0","0","1","0","3","0","452","0","0","0",0,"39",0,0.04
"DAND","39",2020-09-24,"Propios",1450,"0","1","0","0","1","0","0","0","14","0","0","0",0,"39",0,0.07
"DAND","39",2020-09-24,"Contratistas",4500,"3","3","0","1","3","2","5","0","411","0","0","0",1,"39",2.22,0.07
"DAND","39",2020-09-25,"Propios",1450,"0","1","0","0","2","0","0","0","217","0","0","0",0,"39",0,0.07
"DAND","39",2020-09-25,"Contratistas",4500,"3","3","0","0","3","1","9","0","151","3","3","0",0,"39",0,0.07
"DAND","39",2020-09-26,"Propios",1450,"0","1","0","0","1","0","0","0","6","0","0","0",0,"39",0,0.07
"DAND","39",2020-09-26,"Contratistas",4500,"4","4","0","1","4","0","2","0","140","0","0","0",1,"39",2.22,0.09
"DAND","39",2020-09-27,"Propios",1450,"0","1","0","0","1","0","2","0","307","0","0","0",0,"40",0,0.07
"DAND","39",2020-09-27,"Contratistas",4500,"6","6","0","2","6","1","5","0","235","1","1","0",2,"40",4.44,0.13
"DCH","39",2020-09-21,"Propios",1785,"5","20","0","1","166","1","0","0","177","0","0",NA,1,"39",5.6,1.12
"DCH","39",2020-09-21,"Contratistas",3671,"6","7","0","1","26","0","0","0","111","1","1",NA,1,"39",2.72,0.19
"DCH","39",2020-09-22,"Propios",1874,"7","21","0","2","191","2","0","0","222","0","0",NA,2,"39",10.67,1.12
"DCH","39",2020-09-22,"Contratistas",3847,"6","7","0","0","16","0","0","0","338","1","0",NA,0,"39",0,0.18
